student_id,gpa,math_grade,programming_grade,data_structures_grade,algorithms_grade,databases_grade,networks_grade,ai_grade,web_grade,interest,passed_courses,failed_courses,passed_count,failed_count,excellent_count,weak_count,math_passed,math_failed,programming_passed,programming_failed,data_structures_passed,data_structures_failed,algorithms_passed,algorithms_failed,databases_passed,databases_failed,networks_passed,networks_failed,ai_passed,ai_failed,web_passed,web_failed,recommended_track,extra_info
STU0653,2.87,60,89,,77,150.0,61,66,-10.0,Sofware Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,1,1,0,1,0,Software Engineering,TzUKZ
STU0053,,82,54,55,61,56,90,56,56,network,Mathematics|Algorithms|Networks,Programming|Data Structures|Databases|Artificial Intelligence|Web Development,3,5,1,6,1,0,0,1,0,1,1,0,0,1,1,0,0,1,0,1,Network Engineering,-33
STU0691,3.02,72,81,84,87,seventy,69,64,69,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,NONE,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,435
STU0853,2.87,62,86,79,N/A,89,63,51,90,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,INFO_6457
STU0895,2.58,36,76,70,64,,91,,,Networks,Programming|Data Structures|Algorithms|Databases|Networks,Mathematics|Artificial Intelligence|Web Development,5,3,1,5,0,1,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,73
STU0403,3.19,,90,85,84,-10.0,64,86,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,4,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,
STU0126,5.0,82,72,,85,77,64,63,68,SoftwareEngineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,N/A,8,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,222
890,3.11,81,,66,75,98,86,,65,data science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,INFO_1759
STU 0054,3.04,98,88,62,,82,  72  ,83,64, Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,NULL,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Network Engineering,jxoAWT
STU0359,3.17,89,82,69,70/100,67,,79,100,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,N/A,8,0,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,491
STU0128,2.73,72,79,82,79,47,61,94,41,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Networks|Artificial Intelligence,Databases|Web Development,6,2,1,3,1,0,1,1,1,0,1,0,0,1,1,0,1,0,0,1,AI/Machine Learning,INFO_9093
STU0546,2.94,68,86,70,60,80,66,68,,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,-,8,0,2,4,1,0,1,1,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,
STU0754,3.11,92,,81,82,91,,,64,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,3,7,2,2,1,0,1,0,1,0,1,0,1,1,0,1,1,0,1,0,Data Science,mxjufJ
STU-0743,2.89,68,83,67,69,83,57,67,84,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,0,5,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Web Development,INFO_9383
STU0659,3.03,90,88,76,79,sixty,,98,43,Ai/ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,DkXRBd
STU0617,3.14,87,,87,93,61.2,67,84,64,ai ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,3,1,0,1,0,1,0,1,1,1,0,1,0,1,0,1,0,AI/Machine Learning,aAV
STU0120,2.65,72,57,62,66,56,95,52,69,Networks,Mathematics|Data Structures|Algorithms|Networks|Web Development,Programming|Databases|Artificial Intelligence,5,3,1,6,1,0,0,1,1,0,0,0,0,1,1,0,0,1,1,0,Network Engineering,78
871,2.96,110.0,,90,87,71,59,54,73,Software Eng,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,0,5,3,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Software Engineering,lAIgq
STU0160,2.82,82,83,79,81,68,61,43,61,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,4,1,0,1,0,1,0,0,0,1,0,1,0,0,1,1,0,Network Engineering,215
STU0057,3.0,100,66,87,91,47,55,,71,AI ML,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,AI/Machine Learning,
STU-0535,3.16,82,70,77,91,90,57,N/A,,Undecideed,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,
STU0581,  3.14  ,,89,87,78,80,sixty,63,78,Softwre Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,INFO_8187
STU0276,2.92,75,73,81,69,79,67,47,95,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
STU0729,2.77,,58,92,73,68,66,53,62,ai ml,Mathematics|Data Structures|Algorithms|Databases|Networks|Web Development,Programming|Artificial Intelligence,6,2,1,5,1,0,0,1,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,vdTk
STU0622,3.07,,86,70,82,88,52,,66,DATA SCIENCE,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,310
STU 0835,2.82,68,eighty,92,,81,60,110.0,89,Software Engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,4,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,
STU0211,2.94,81,94,73,,60,,93,47,Web Dev,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,INFO_2420
STU0474,2.99,73,93,68,seventy,96,56,61,89,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Software Engineering,414
STU0042,2.94,69,84,80,98,63,61,  58  ,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,INFO_5052
STU0168,2.86,eighty,88,37,84,64,59,87,,networks,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence|Web Development,Data Structures|Networks,6,2,2,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,Data Science,364
STU0747,2.88,85,75,79,88,,57,,55,Undecided,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,5,3,2,3,1,0,1,0,1,0,1,0,0,1,1,1,1,0,0,1,AI/Machine Learning,INFO_3412
STU0011,2.89,78,64,64,75,66,74,99,64,Netwroks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,4,1,0,0,0,1,0,1,0,1,0,1,0,1,0,1,0,Network Engineering,
STU0049,2.97,66,100,76,43,94,68,57,92,Software Engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,3,4,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,
STU0194,2.75,57,82,40,63,81,74,65,81,Web Development,Programming|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics|Data Structures,5,6,0,4,0,1,1,0,0,1,1,0,1,0,1,0,1,0,1,0,Web Development,425
STU0600,3.16,56,89,84,92,89,87,55,77,  Softwre Engineering  ,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,4,2,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,INFO_8856
STU0757,5.0,67,80,78,67,70,72,50,,ai/ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,AfvE
STU0502,5.0,150.0,81,90,85,73,,51.5,81,Ai/Ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,
STU0862,3.28,88,89,110.0,83,90,70,76,60,Data Sceince,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,9,4,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Data Science,
STU0329,3.0,81,71,80,72,92,59,84,69,DATA SCIENCE,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,YEOch
STU0357,3.0,67,81,70,69,89,71,61,95, software engineering ,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,414
STU0404,3.09,72,85,93,,84,-10.0,62,,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,AI/Machine Learning,outhA
STU0891,3.21,89,84,89/100,91,70,58,93,60,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,AI/Machine Learning,
STU0044,3.06,82,81,73,86,69,62,93,62,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,NULL,8,0,2,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,CLG
STU0507,3.02,86,84,79,93,59,53,,51,undecidied,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,5,3,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,0,1,AI/Machine Learning,INFO_2407
STU0093,2.95,65,96,81,,84,57,55,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,1,4,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Software Engineering,390
STU0208,3.14,89,88,72,72,85,51,82,93,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Software Engineering,INFO_4355
STU-0588,3.16,96,74,77,ninety,,64,90,57,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,INFO_418
STU0498,2.76,80,74,72.7,64,63,82,48,61,Netwroks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,8,0,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,116
STU0163,3.16,90,87,90,,81,64,74,71,A.I/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
  STU0878  ,,79,88,75,,70,61,88,87,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,na,8,0,4,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,
STU0621,3.15,74,94,86,72,78,73,69,78,AI ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,AI/Machine Learning,395
STU0701,3.08,59,82,65,71,91,62,97,87,WebDevelopment,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,3,3,0,1,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,-55
STU0494,2.98,65.9,94,88,75,150.0,70,64,77,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Software Engineering,ImWF
STU0317,3.02,,76,90,84,81,65,54,83,Software Engineering@2024,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,2,1,0,1,0,1,0,1,0,1,0,0,0,0,1,1,0,Software Engineering,-29
stu0573,  2.73  ,60,72,72,72,68,95,50,51,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,4,1,0,1,0,1,0,1,1,1,0,1,0,0,1,0,1,Network Engineering,UPAcbz
STU0603,,87,81,78,79,64,44,85,56,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,3,1,0,1,0,1,0,1,0,1,1,0,1,1,0,0,1,AI/Machine Learning,250
STU0045,3.2,92,71,73,91,89,58,87,73, Data Science ,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,390
STU0690,2.94,62,83,83,59,85,62,51,100 pts,web development,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,4,1,0,1,0,1,0,0,1,1,0,1,0,0,0,1,0,Web Development,evqcpz
STU0881#,2.73,,61,70,67,59,94,,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,1,5,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,0,Network Engineering,
STU0845,2.76!,63,82,77,-5.0,70,58,53,,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,3,0,0,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Software Engineering,
STU0193,3.06,88,,91,81,63,70,82,46,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,0,1,0,1,0,0,0,1,0,1,0,1,0,0,1,AI/Machine Learning,INFO_8178
STU0509,3.0,,85,75,91,85,60,59,90,Software Engineering,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,4,3,0,1,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,-62
STU0540,2.59,,77,59,62,59,86,49,56, Networks,Mathematics|Programming|Algorithms|Networks,Data Structures|Databases|Artificial Intelligence|Web Development,4,4,1,6,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,Network Engineering,LAQ
STU0680,2.72,76,62,66,60,71,92,58,48,Neetworks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,354
STU0274,2.7,63,45,86,67,79,63,61,,Web Development,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Programming,7,1,2,5,1,0,0,1,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,245
STU0482,2.78,N/A,,70,70,60,90,53,62,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,INFO_5030
STU0298,2.59,150.0,65,43,69,66,84,61,55,Networks,Mathematics|Programming|Algorithms|Databases|Networks|Artificial Intelligence,Data Structures|Web Development,6,2,0,7,1,0,1,0,0,1,1,0,1,0,1,0,1,0,0,1,Network Engineering,440
STU0280,N/A,66,82,78,84,77,88,63,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Software Engineering,415
STU0548,2.88,84,75,71,74,56,95,fifty,59,networks,Mathematics|Programming|Data Structures|Algorithms|Networks,Databases|Artificial Intelligence|Web Development,5,3,1,3,1,0,1,0,1,0,1,0,0,1,1,0,0,1,0,1,Network Engineering,MFEb
STU0419,2.62,69,75,,72,63,75,51,60,Netowrks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,
STU0222,2.84,95,86,87,36,70,54,88,57,ai ml,Mathematics|Programming|Data Structures|Databases|Artificial Intelligence,Algorithms|Networks|Web Development,5,3,4,3,1,0,1,0,1,0,0,1,1,0,0,1,1,0,0,1,AI/Machine Learning,416
STU0336,2.69,N/A,,74,70,90,52,47,55,data  science,Mathematics|Programming|Data Structures|Algorithms|Databases,Networks|Artificial Intelligence|Web Development,5,3,1,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,0,1,Data Science,INFO_5994
STU0496,,76,77,75,57,72,62,57,100,Web Develoment,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,1,3,1,0,1,0,1,0,0,1,1,0,1,0,0,1,1,0,Web Development,434
STU-0444,3.12,85,,74,73,92,67,93,67,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,0,1,0,1,0,1,1,0,0,1,0,1,0,1,0,Data Science,83
STU0161,2.9,83,80,,78,75,,,55,  Data Science  ,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,0,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,JRVOYuY
STU0063,2.88,73,84,85,49,91,,62,110.0,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,2,2,1,0,1,0,1,0,0,1,1,0,1,0,1,0,1,0,Web Development,-23
STU0127,2.7,69,74,59,62,59,99,56,54,Networks,Mathematics|Programming|Algorithms|Networks,Data Structures|Databases|Artificial Intelligence|Web Development,4,4,1,6,1,0,1,0,0,1,1,0,0,1,1,0,0,1,0,1,Network Engineering,
STU0765,,68,83,67,64,87,72,51,96,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,
STU0490,3.1,,94,83,81,85,61,59,77,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,0,1,0,1,0,1,0,1,1,1,0,0,1,1,0,Software Engineering,INFO_95
STU0209,2.92,90,87,84,85,72,37,84,57,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,151
STU0646,3.03,98,82,70,81,,46,88,54,UNDECIDED,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,AgTjL
STU0473,3.07,83,80,85,85,67,69,93,44,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,INFO_5211
STU0784,3.01,74,85,90,81,96,46,,81,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,3,2,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Software Engineering,227
STU0197,3.01,60,-10.0,79,68,,72,58,80,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,1,6,1,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,wGR
STU0854,3.04,150.0,,71,76,70,97,51,87,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,1,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Network Engineering,INFO_4215
stu0434,2.84,65,80,79,78,75,74,56,70,Sofware Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,tkCgIZw
STU0271,3.08a,80,,,84,86,52,88,,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Web Development,INFO_3859
STU0332#,2.93,72,94,79,65,,50,,110.0,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,2,3,1,0,1,0,1,0,1,0,1,0,0,1,0,1,1,0,Web Development,INFO_6072
STU0711,2.66,65,65,73,,60,89,42,45,Networks ,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,INFO_8507
STU0376,3.03,  73  ,87,86,78,79,65,56,71,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Software Engineering,ouWA
755,2.93,69,85,91,75,74,65,57,70,Sofware Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,0,Software Engineering,XVb
STU0880,3.15,87,N/A,83,77,,94,82,,ai/ml,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,AI/Machine Learning,INFO_5207
STU0461,2.99,,,56,80,87,46,94,59,Data Science,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence,Data Structures|Networks|Web Development,5,3,4,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,0,1,Data Science,INFO_3632
STU0362,2.91,63,79,,65,84,65,57,98 pts,WEB DEVELOPMENT,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,1,0,Web Development,INFO_8987
STU0026,3.06,80,92,79,81,90,54,90,56,DataScience,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,8,3,2,1,0,1,0,1,0,1,0,0,0,0,1,1,0,0,1,Data Science,436
STU0069,,86,83,82,90,60,52,89,53,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,AI/Machine Learning,
STU0842,2.68,74,77.7,72,66,61,88,49,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,4,1,0,1,0,1,0,1,0,1,0,1,0,0,1,0,1,Network Engineering,jMbkRrj
STU0125,N/A,85,75,76,85,80,50,75 marks,48,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,0,1,Data Science,ByIg
STU0674,,97,94,79,,,65,90,63,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,0,Network Engineering,
STU0650,3.18,92,82,73,82,94,56,83,64,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,6,7,2,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,EKDD
STU0241,2.49,66,62,63,,,72,51,61,data science,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,6,2,0,6,1,0,1,0,1,0,1,0,0,1,1,0,0,1,1,0,Network Engineering,eCfZRJ
STU0079,2.8,87,76,40.3,86,90,50,N/A,60,Data Sceince@2024,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence|Web Development,Data Structures|Networks,6,2,3,3,1,0,1,0,0,1,1,0,1,0,0,1,1,0,1,0,Data Science,GcH
STU0412,3.02,90,85,80,88,55,52,81,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,0,1,0,1,0,1,0,0,1,0,1,1,0,1,0,AI/Machine Learning,gYFKmVQ
STU0819,2.99,86,81,74,56,92,57,84,68,Data Science,Mathematics|Programming|Data Structures|Databases|Artificial Intelligence|Web Development,Algorithms|Networks,6,2,2,3,1,0,1,0,1,0,0,1,1,0,0,1,0,0,1,0,Web Development,INFO_2100
STU0616,3.04,70,94,70,70,84,67,62,96,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Web Development,qoVfs
STU0839,2.93,86,78,73,77,80,51,N/A,63,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,2,1,0,1,0,1,0,1,0,1,0,0,1,1,0,1,0,Data Science,MnX
stu0319,3.21,90,90,80,74,94,66.7,100,53,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,4,2,1,0,1,0,1,0,1,0,1,0,1,0,1,0,0,1,Data Science,
STU0318,2.9,,82,-5.0,68,72,76,64,87,NETWORKS,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,0,1,0,1,0,1,0,1,0,1,0,1,0,1,0,Network Engineering,INFO_833
