student_id,gpa,math_grade,programming_grade,data_structures_grade,algorithms_grade,databases_grade,networks_grade,ai_grade,web_grade,interest,passed_courses,failed_courses,passed_count,failed_count,excellent_count,weak_count,math_passed,programming_passed,data_structures_passed,algorithms_passed,databases_passed,networks_passed,ai_passed,web_passed,math_failed,programming_failed,data_structures_failed,algorithms_failed,databases_failed,networks_failed,ai_failed,web_failed,recommended_track
STU0835,2.82,68,80,92,77,81,60,63,89,Software Engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0211,2.94,81,94,73,77,60,64,93,47,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,2,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0474,2.99,73,93,68,70,96,56,61,89,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,3,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Software Engineering
STU0042,2.94,69,84,80,98,63,61,58,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0168,2.86,80,88,37,84,64,59,87,65,Networks,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence|Web Development,Data Structures|Networks,6,2,2,4,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,Data Science
STU0747,2.88,85,75,79,88,76,57,63,55,Undecided,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,6,2,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0011,2.89,78,64,64,75,66,74,99,64,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,4,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Network Engineering
STU0049,2.97,66,100,76,43,94,68,57,92,Software Engineering,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,3,4,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Web Development
STU0600,3.16,56,89,84,92,89,87,55,77,Software Engineering,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,4,2,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Software Engineering
STU0757,2.96,67,80,78,67,70,72,50,65,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0502,2.96,76,81,90,85,73,64,52,81,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0862,3.28,88,89,78,83,90,70,76,60,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Data Science
STU0329,3.0,81,71,80,72,92,59,84,69,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0357,3.0,67,81,70,69,89,71,61,95,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0404,3.09,72,85,93,77,84,64,62,65,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0891,3.21,89,84,89,91,70,58,93,60,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,AI/Machine Learning
STU0044,3.06,82,81,73,86,69,62,93,62,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0507,3.02,86,84,79,93,59,53,63,51,Undecided,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence,Databases|Networks|Web Development,5,3,2,4,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,1,AI/Machine Learning
STU0093,2.95,65,96,81,77,84,57,55,79,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,1,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Software Engineering
STU0208,3.14,89,88,72,72,85,51,82,93,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Software Engineering
STU0588,3.16,96,74,77,90,76,64,90,57,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0498,2.76,80,74,73,64,63,82,48,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0163,3.16,90,87,90,77,81,64,74,71,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0878,2.96,79,88,75,77,70,61,88,87,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0621,3.15,74,94,86,72,78,73,69,78,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0701,3.08,59,82,65,71,91,62,97,87,Web Development,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Web Development
STU0494,2.98,66,94,88,75,76,70,64,77,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0317,3.02,76,76,90,84,81,65,54,83,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0573,2.73,60,72,72,72,68,95,50,51,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0603,2.96,87,81,78,79,64,44,85,56,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0045,3.2,92,71,73,91,89,58,87,73,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,4,1,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0690,2.94,62,83,83,59,85,62,51,100,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,2,4,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Web Development
STU0881,2.73,76,61,70,67,59,94,63,61,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,7,1,1,5,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,Network Engineering
STU0845,2.76,63,82,77,77,70,58,53,65,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,0,4,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Software Engineering
STU0193,3.06,88,82,91,81,63,70,82,46,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,2,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0509,3.0,76,85,75,91,85,60,59,90,Software Engineering,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,7,1,4,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0540,2.59,76,77,59,62,59,86,49,56,Networks,Mathematics|Programming|Algorithms|Networks,Data Structures|Databases|Artificial Intelligence|Web Development,4,4,1,5,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,Network Engineering
STU0680,2.72,76,62,66,60,71,92,58,48,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0274,2.7,63,45,86,67,79,63,61,65,Web Development,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Programming,7,1,1,6,1,0,1,1,1,1,1,1,0,1,0,0,0,0,0,0,Web Development
STU0482,2.78,76,82,70,70,60,90,53,62,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0280,2.96,66,82,78,84,77,88,63,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0548,2.88,84,75,71,74,56,95,50,59,Networks,Mathematics|Programming|Data Structures|Algorithms|Networks,Databases|Artificial Intelligence|Web Development,5,3,1,3,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,1,Network Engineering
STU0419,2.62,69,75,78,72,63,75,51,60,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0222,2.84,95,86,87,36,70,54,88,57,AI/ML,Mathematics|Programming|Data Structures|Databases|Artificial Intelligence,Algorithms|Networks|Web Development,5,3,4,3,1,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,AI/Machine Learning
STU0336,2.69,76,82,74,70,90,52,47,55,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases,Networks|Artificial Intelligence|Web Development,5,3,1,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,Data Science
STU0496,2.96,76,77,75,57,72,62,57,100,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Web Development,Algorithms|Artificial Intelligence,6,2,1,3,1,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,Web Development
STU0444,3.12,85,82,74,73,92,67,93,67,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Data Science
STU0161,2.9,83,80,78,78,75,64,63,55,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Data Science
STU0063,2.88,73,84,85,49,91,64,62,65,Web Development,Mathematics|Programming|Data Structures|Databases|Networks|Artificial Intelligence|Web Development,Algorithms,7,1,2,4,1,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,Web Development
STU0127,2.7,69,74,59,62,59,99,56,54,Networks,Mathematics|Programming|Algorithms|Networks,Data Structures|Databases|Artificial Intelligence|Web Development,4,4,1,6,1,1,0,1,0,1,0,0,0,0,1,0,1,0,1,1,Network Engineering
STU0765,2.96,68,83,67,64,87,72,51,96,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0490,3.1,76,94,83,81,85,61,59,77,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0209,2.92,90,87,84,85,72,37,84,57,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0646,3.03,98,82,70,81,76,46,88,54,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0473,3.07,83,80,85,85,67,69,93,44,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,3,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,AI/Machine Learning
STU0784,3.01,74,85,90,81,96,46,63,81,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,7,1,3,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Software Engineering
STU0197,3.01,60,82,79,68,76,72,58,80,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0854,3.04,76,82,71,76,70,97,51,87,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0434,2.84,65,80,79,78,75,74,56,70,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,0,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0271,3.08,80,82,78,84,86,52,88,65,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0332,2.93,72,94,79,65,76,50,63,65,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,7,1,1,4,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0711,2.66,65,65,73,77,60,89,42,45,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,5,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0376,3.03,73,87,86,78,79,65,56,71,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0755,2.93,69,85,91,75,74,65,57,70,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,2,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0880,3.15,87,82,83,77,76,94,82,65,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,None,8,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0461,2.99,76,82,56,80,87,46,94,59,Data Science,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence,Data Structures|Networks|Web Development,5,3,2,3,1,1,0,1,1,0,1,0,0,0,1,0,0,1,0,1,Data Science
STU0362,2.91,63,79,78,65,84,65,57,98,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,1,4,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Web Development
STU0026,3.06,80,92,79,81,90,54,90,56,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0069,2.96,86,83,82,90,60,52,89,53,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,3,3,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0842,2.68,74,78,72,66,61,88,49,57,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,6,2,1,4,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,Network Engineering
STU0125,2.96,85,75,76,85,80,50,75,48,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
STU0674,2.96,97,94,79,77,76,65,90,63,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Network Engineering
STU0650,3.18,92,82,73,82,94,56,83,64,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0241,2.49,66,62,63,77,76,72,51,61,Data Science,Mathematics|Programming|Data Structures|Algorithms|Networks|Web Development,Databases|Artificial Intelligence,7,1,0,5,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0079,2.8,87,76,40,86,90,50,63,60,Data Science,Mathematics|Programming|Algorithms|Databases|Artificial Intelligence|Web Development,Data Structures|Networks,6,2,3,4,1,1,0,1,1,0,1,1,0,0,1,0,0,1,0,0,Data Science
STU0412,3.02,90,85,80,88,55,52,81,68,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Artificial Intelligence|Web Development,Databases|Networks,6,2,3,3,1,1,1,1,0,0,1,1,0,0,0,0,1,1,0,0,AI/Machine Learning
STU0819,2.99,86,81,74,56,92,57,84,68,Data Science,Mathematics|Programming|Data Structures|Databases|Artificial Intelligence|Web Development,Algorithms|Networks,6,2,2,3,1,1,1,0,1,0,1,1,0,0,0,1,0,1,0,0,Web Development
STU0616,3.04,70,94,70,70,84,67,62,96,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0839,2.93,86,78,73,77,80,51,63,63,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0319,3.21,90,90,80,74,94,67,100,53,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,4,2,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Data Science
STU0318,2.9,76,82,78,68,72,76,64,87,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,1,2,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Network Engineering
STU0515,2.89,80,84,81,73,84,54,78,65,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,7,1,0,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0658,2.91,65,80,78,78,76,55,66,82,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,0,3,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0677,2.8,72,80,70,78,64,92,53,65,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks,Artificial Intelligence|Web Development,7,1,1,3,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Network Engineering
STU0169,3.0,59,87,71,71,84,64,60,87,Networks,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,2,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Web Development
STU0377,3.06,70,87,100,88,55,65,66,80,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Networks|Artificial Intelligence|Web Development,Databases,7,1,3,3,1,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,AI/Machine Learning
STU0370,2.98,58,85,93,85,77,60,71,68,Undecided,Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,Mathematics,7,1,3,3,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Software Engineering
STU0304,2.79,80,78,67,58,76,59,59,89,Web Development,Mathematics|Programming|Data Structures|Databases|Web Development,Algorithms|Networks|Artificial Intelligence,5,3,1,4,1,1,1,0,1,0,0,1,0,0,0,1,0,1,1,0,Web Development
STU0503,2.79,64,58,84,77,78,55,65,84,Software Engineering,Mathematics|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Programming|Networks,6,2,0,4,1,0,1,1,1,0,1,1,0,1,0,0,0,1,0,0,Software Engineering
STU0860,2.79,100,72,63,58,70,64,51,52,AI/ML,Mathematics|Programming|Data Structures|Databases|Networks,Algorithms|Artificial Intelligence|Web Development,5,3,1,5,1,1,1,0,1,1,0,0,0,0,0,1,0,0,1,1,Network Engineering
STU0767,2.96,82,82,78,94,76,54,86,51,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,2,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,AI/Machine Learning
STU0644,2.41,38,82,53,71,61,84,51,50,Networks,Programming|Algorithms|Databases|Networks,Mathematics|Data Structures|Artificial Intelligence|Web Development,4,4,0,5,0,1,0,1,1,1,0,0,1,0,1,0,0,0,1,1,Network Engineering
STU0414,2.65,82,82,78,84,74,49,30,58,AI/ML,Mathematics|Programming|Data Structures|Algorithms|Databases,Networks|Artificial Intelligence|Web Development,5,3,0,3,1,1,1,1,1,0,0,0,0,0,0,0,0,1,1,1,AI/Machine Learning
STU0897,3.07,76,92,76,76,91,62,74,74,Web Development,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Web Development
STU0020,3.33,84,76,78,98,74,99,86,67,Undecided,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,3,1,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,AI/Machine Learning
STU0536,2.95,69,93,79,71,78,58,57,86,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,2,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Software Engineering
STU0567,2.95,66,82,75,80,71,64,70,65,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,0,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0162,2.88,83,79,55,75,83,63,84,51,Networks,Mathematics|Programming|Algorithms|Databases|Networks|Artificial Intelligence,Data Structures|Web Development,6,2,0,3,1,1,0,1,1,1,1,0,0,0,1,0,0,0,0,1,Network Engineering
STU0452,2.88,55,69,77,76,91,66,53,92,Networks,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,6,2,2,4,0,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,Web Development
STU0500,2.96,73,49,85,93,84,61,57,70,Web Development,Mathematics|Data Structures|Algorithms|Databases|Networks|Web Development,Programming|Artificial Intelligence,6,2,2,3,1,0,1,1,1,1,0,1,0,1,0,0,0,0,1,0,Web Development
STU0189,3.2,70,82,97,81,93,76,49,99,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Artificial Intelligence,7,1,3,1,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0068,2.96,58,81,78,62,76,65,63,98,Web Development,Programming|Data Structures|Algorithms|Databases|Networks|Web Development,Mathematics|Artificial Intelligence,7,1,1,4,0,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,Web Development
STU0454,3.12,94,88,87,77,75,64,58,82,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,7,1,3,2,1,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,Software Engineering
STU0133,2.79,75,71,70,68,94,57,61,67,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,1,4,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Web Development
STU0480,2.76,72,52,89,64,65,84,63,52,Networks,Mathematics|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Programming|Web Development,6,2,1,5,1,0,1,1,1,1,1,0,0,1,0,0,0,0,0,1,Network Engineering
STU0311,3.11,81,86,90,73,76,67,60,65,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence|Web Development,None,8,0,2,3,1,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,Software Engineering
STU0632,2.57,77,63,61,56,60,97,63,50,Networks,Mathematics|Programming|Data Structures|Databases|Networks,Algorithms|Artificial Intelligence|Web Development,6,2,1,6,1,1,1,0,1,1,1,0,0,0,0,1,0,0,0,1,Network Engineering
STU0191,2.83,74,82,78,61,70,80,61,53,Networks,Mathematics|Programming|Data Structures|Algorithms|Databases|Networks|Artificial Intelligence,Web Development,7,1,0,3,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Network Engineering
STU0218,2.62,68,68,73,77,76,86,67,56,Undecided,Mathematics|Programming|Data Structures|Algorithms|Networks|Artificial Intelligence,Databases|Web Development,7,1,1,4,1,1,1,1,1,1,1,0,0,0,0,0,0,0,0,1,Network Engineering
STU0273,3.09,83,86,80,75,76,53,99,63,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence|Web Development,Networks,7,1,2,2,1,1,1,1,1,0,1,1,0,0,0,0,0,1,0,0,Data Science
STU0533,2.92,74,83,78,65,75,58,52,76,Software Engineering,Mathematics|Programming|Data Structures|Algorithms|Databases|Web Development,Networks|Artificial Intelligence,6,2,0,3,1,1,1,1,1,0,0,1,0,0,0,0,0,1,1,0,Software Engineering
STU0052,2.81,77,73,77,74,79,47,70,56,Data Science,Mathematics|Programming|Data Structures|Algorithms|Databases|Artificial Intelligence,Networks|Web Development,6,2,0,2,1,1,1,1,1,0,1,0,0,0,0,0,0,1,0,1,Data Science
